1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
917, jungle, wythers:sandy_jungle, MONSTER, minecraft:witch, 5, 1, 1
918, jungle, wythers:sandy_jungle, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
919, jungle, wythers:sandy_jungle, CREATURE, minecraft:pig, 10, 4, 4
920, jungle, wythers:sandy_jungle, CREATURE, minecraft:chicken, 10, 4, 4
921, jungle, wythers:sandy_jungle, CREATURE, minecraft:chicken, 10, 4, 4
922, jungle, wythers:sandy_jungle, CREATURE, minecraft:parrot, 40, 1, 2
923, jungle, wythers:sandy_jungle, AMBIENT, minecraft:bat, 10, 8, 8
924, jungle, wythers:sandy_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
925, none, wythers:andesite_crags, MONSTER, minecraft:spider, 80, 4, 4
926, none, wythers:andesite_crags, MONSTER, minecraft:zombie, 80, 4, 4
927, none, wythers:andesite_crags, MONSTER, minecraft:zombie_villager, 10, 1, 1
928, none, wythers:andesite_crags, MONSTER, minecraft:skeleton, 80, 4, 4
929, none, wythers:andesite_crags, MONSTER, minecraft:creeper, 80, 4, 4
930, none, wythers:andesite_crags, MONSTER, minecraft:slime, 80, 4, 4
931, none, wythers:andesite_crags, MONSTER, minecraft:enderman, 5, 1, 4
932, none, wythers:andesite_crags, MONSTER, minecraft:witch, 5, 1, 1
933, none, wythers:andesite_crags, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
934, none, wythers:andesite_crags, AMBIENT, minecraft:bat, 10, 8, 8
935, none, wythers:andesite_crags, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
936, none, wythers:guelta, MONSTER, minecraft:spider, 80, 4, 4
937, none, wythers:guelta, MONSTER, minecraft:zombie, 19, 4, 4
938, none, wythers:guelta, MONSTER, minecraft:zombie_villager, 10, 1, 1
939, none, wythers:guelta, MONSTER, minecraft:skeleton, 80, 4, 4
940, none, wythers:guelta, MONSTER, minecraft:creeper, 80, 4, 4
941, none, wythers:guelta, MONSTER, minecraft:slime, 80, 4, 4
942, none, wythers:guelta, MONSTER, minecraft:enderman, 5, 1, 4
943, none, wythers:guelta, MONSTER, minecraft:witch, 5, 1, 1
944, none, wythers:guelta, MONSTER, minecraft:husk, 80, 4, 4
945, none, wythers:guelta, CREATURE, minecraft:rabbit, 10, 2, 3
946, none, wythers:guelta, AMBIENT, minecraft:bat, 10, 8, 8
947, none, wythers:guelta, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
948, jungle, wythers:flooded_rainforest, MONSTER, minecraft:spider, 80, 4, 4
949, jungle, wythers:flooded_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
950, jungle, wythers:flooded_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
951, jungle, wythers:flooded_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
952, jungle, wythers:flooded_rainforest, MONSTER, minecraft:creeper, 80, 4, 4
953, jungle, wythers:flooded_rainforest, MONSTER, minecraft:slime, 80, 4, 4
954, jungle, wythers:flooded_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
955, jungle, wythers:flooded_rainforest, MONSTER, minecraft:witch, 5, 1, 1
956, jungle, wythers:flooded_rainforest, MONSTER, minecraft:ocelot, 10, 1, 3
957, jungle, wythers:flooded_rainforest, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
958, jungle, wythers:flooded_rainforest, CREATURE, minecraft:frog, 10, 2, 5
959, jungle, wythers:flooded_rainforest, CREATURE, minecraft:pig, 10, 4, 4
960, jungle, wythers:flooded_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
961, jungle, wythers:flooded_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
962, jungle, wythers:flooded_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
963, jungle, wythers:flooded_rainforest, CREATURE, minecraft:panda, 10, 1, 2
964, jungle, wythers:flooded_rainforest, CREATURE, whisperwoods:wisp, 13, 1, 3
965, jungle, wythers:flooded_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
966, jungle, wythers:flooded_rainforest, AMBIENT, whisperwoods:moth, 10, 1, 3
967, jungle, wythers:flooded_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
968, jungle, wythers:flooded_rainforest, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
969, jungle, wythers:flooded_rainforest, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
970, jungle, wythers:flooded_rainforest, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
971, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:spider, 80, 4, 4
972, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:zombie, 80, 4, 4
973, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:zombie_villager, 10, 1, 1
974, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:skeleton, 80, 4, 4
975, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:creeper, 80, 4, 4
976, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:slime, 80, 4, 4
977, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:enderman, 5, 1, 4
978, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:witch, 5, 1, 1
979, none, wythers:mediterranean_island_thermal_springs, CREATURE, minecraft:chicken, 10, 4, 4
980, none, wythers:mediterranean_island_thermal_springs, CREATURE, minecraft:cow, 10, 4, 4
981, none, wythers:mediterranean_island_thermal_springs, CREATURE, minecraft:horse, 10, 2, 6
982, none, wythers:mediterranean_island_thermal_springs, CREATURE, minecraft:donkey, 10, 1, 3
983, none, wythers:mediterranean_island_thermal_springs, AMBIENT, minecraft:bat, 10, 8, 8
984, none, wythers:mediterranean_island_thermal_springs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
985, none, wythers:wooded_desert, MONSTER, minecraft:spider, 80, 4, 4
986, none, wythers:wooded_desert, MONSTER, minecraft:zombie, 80, 4, 4
987, none, wythers:wooded_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
988, none, wythers:wooded_desert, MONSTER, minecraft:skeleton, 80, 4, 4
989, none, wythers:wooded_desert, MONSTER, minecraft:creeper, 80, 4, 4
990, none, wythers:wooded_desert, MONSTER, minecraft:slime, 80, 4, 4
991, none, wythers:wooded_desert, MONSTER, minecraft:enderman, 5, 1, 4
992, none, wythers:wooded_desert, MONSTER, minecraft:witch, 5, 1, 1
993, none, wythers:wooded_desert, CREATURE, minecraft:pig, 10, 4, 4
994, none, wythers:wooded_desert, CREATURE, minecraft:chicken, 10, 4, 4
995, none, wythers:wooded_desert, CREATURE, minecraft:cow, 10, 4, 4
996, none, wythers:wooded_desert, CREATURE, minecraft:horse, 10, 2, 6
997, none, wythers:wooded_desert, CREATURE, minecraft:donkey, 10, 1, 1
998, none, wythers:wooded_desert, AMBIENT, minecraft:bat, 10, 8, 8
999, none, wythers:wooded_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1000, none, wythers:desert_island, MONSTER, minecraft:spider, 80, 4, 4
1001, none, wythers:desert_island, MONSTER, minecraft:zombie, 80, 4, 4
1002, none, wythers:desert_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
1003, none, wythers:desert_island, MONSTER, minecraft:skeleton, 80, 4, 4
1004, none, wythers:desert_island, MONSTER, minecraft:creeper, 80, 4, 4
1005, none, wythers:desert_island, MONSTER, minecraft:slime, 80, 4, 4
1006, none, wythers:desert_island, MONSTER, minecraft:enderman, 5, 1, 4
1007, none, wythers:desert_island, MONSTER, minecraft:witch, 5, 1, 1
1008, none, wythers:desert_island, CREATURE, minecraft:chicken, 10, 4, 4
1009, none, wythers:desert_island, CREATURE, minecraft:cow, 10, 4, 4
1010, none, wythers:desert_island, CREATURE, minecraft:horse, 10, 2, 6
1011, none, wythers:desert_island, CREATURE, minecraft:donkey, 10, 1, 3
1012, none, wythers:desert_island, AMBIENT, minecraft:bat, 10, 8, 8
1013, none, wythers:desert_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1014, swamp, wythers:snowy_bog, MONSTER, minecraft:spider, 80, 4, 4
1015, swamp, wythers:snowy_bog, MONSTER, minecraft:zombie, 80, 4, 4
1016, swamp, wythers:snowy_bog, MONSTER, minecraft:zombie_villager, 10, 1, 1
1017, swamp, wythers:snowy_bog, MONSTER, minecraft:skeleton, 20, 4, 4
1018, swamp, wythers:snowy_bog, MONSTER, minecraft:creeper, 80, 4, 4
1019, swamp, wythers:snowy_bog, MONSTER, minecraft:slime, 80, 4, 4
1020, swamp, wythers:snowy_bog, MONSTER, minecraft:enderman, 5, 1, 4
1021, swamp, wythers:snowy_bog, MONSTER, minecraft:witch, 5, 1, 1
1022, swamp, wythers:snowy_bog, MONSTER, minecraft:stray, 80, 4, 4
1023, swamp, wythers:snowy_bog, CREATURE, minecraft:rabbit, 10, 2, 3
1024, swamp, wythers:snowy_bog, CREATURE, minecraft:polar_bear, 10, 1, 2
1025, swamp, wythers:snowy_bog, AMBIENT, minecraft:bat, 10, 8, 8
1026, swamp, wythers:snowy_bog, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1027, none, wythers:snowy_tundra, MONSTER, minecraft:spider, 80, 4, 4
1028, none, wythers:snowy_tundra, MONSTER, minecraft:zombie, 80, 4, 4
1029, none, wythers:snowy_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
1030, none, wythers:snowy_tundra, MONSTER, minecraft:skeleton, 20, 4, 4
1031, none, wythers:snowy_tundra, MONSTER, minecraft:creeper, 80, 4, 4
1032, none, wythers:snowy_tundra, MONSTER, minecraft:slime, 80, 4, 4
1033, none, wythers:snowy_tundra, MONSTER, minecraft:enderman, 5, 1, 4
1034, none, wythers:snowy_tundra, MONSTER, minecraft:witch, 5, 1, 1
1035, none, wythers:snowy_tundra, MONSTER, minecraft:stray, 80, 4, 4
1036, none, wythers:snowy_tundra, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1037, none, wythers:snowy_tundra, CREATURE, minecraft:rabbit, 10, 2, 3
1038, none, wythers:snowy_tundra, CREATURE, minecraft:polar_bear, 10, 1, 2
1039, none, wythers:snowy_tundra, AMBIENT, minecraft:bat, 10, 8, 8
1040, none, wythers:snowy_tundra, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1041, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:spider, 80, 4, 4
1042, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:zombie, 80, 4, 4
1043, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1044, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1045, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:creeper, 80, 4, 4
1046, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:slime, 80, 4, 4
1047, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:enderman, 5, 1, 4
1048, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:witch, 5, 1, 1
1049, forest, wythers:ancient_golden_beech_forest, MONSTER, whisperwoods:hidebehind, 10, 1, 1
1050, forest, wythers:ancient_golden_beech_forest, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1051, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:sheep, 12, 4, 4
1052, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:pig, 10, 4, 4
1053, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:chicken, 10, 4, 4
1054, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:cow, 10, 4, 4
1055, forest, wythers:ancient_golden_beech_forest, CREATURE, whisperwoods:wisp, 13, 1, 3
1056, forest, wythers:ancient_golden_beech_forest, CREATURE, whisperwoods:hirschgeist, 10, 1, 1
1057, forest, wythers:ancient_golden_beech_forest, CREATURE, hexerei:crow, 20, 2, 5
1058, forest, wythers:ancient_golden_beech_forest, AMBIENT, minecraft:bat, 10, 8, 8
1059, forest, wythers:ancient_golden_beech_forest, AMBIENT, whisperwoods:moth, 10, 1, 3
1060, forest, wythers:ancient_golden_beech_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1061, none, wythers:volcanic_crater, MONSTER, minecraft:spider, 80, 4, 4
1062, none, wythers:volcanic_crater, MONSTER, minecraft:zombie, 19, 4, 4
1063, none, wythers:volcanic_crater, MONSTER, minecraft:zombie_villager, 10, 1, 1
1064, none, wythers:volcanic_crater, MONSTER, minecraft:skeleton, 80, 4, 4
1065, none, wythers:volcanic_crater, MONSTER, minecraft:creeper, 80, 4, 4
1066, none, wythers:volcanic_crater, MONSTER, minecraft:slime, 80, 4, 4
1067, none, wythers:volcanic_crater, MONSTER, minecraft:enderman, 5, 1, 4
1068, none, wythers:volcanic_crater, MONSTER, minecraft:witch, 5, 1, 1
1069, none, wythers:volcanic_crater, MONSTER, minecraft:husk, 80, 4, 4
1070, none, wythers:volcanic_crater, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1071, none, wythers:volcanic_crater, AMBIENT, minecraft:bat, 10, 8, 8
1072, none, wythers:volcanic_crater, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1073, extreme_hills, wythers:crimson_tundra, MONSTER, minecraft:spider, 80, 4, 4
1074, extreme_hills, wythers:crimson_tundra, MONSTER, minecraft:zombie, 80, 4, 4
1075, extreme_hills, wythers:crimson_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
1076, extreme_hills, wythers:crimson_tundra, MONSTER, minecraft:skeleton, 80, 4, 4
1077, extreme_hills, wythers:crimson_tundra, MONSTER, minecraft:creeper, 80, 4, 4
1078, extreme_hills, wythers:crimson_tundra, MONSTER, minecraft:slime, 80, 4, 4
1079, extreme_hills, wythers:crimson_tundra, MONSTER, minecraft:enderman, 5, 1, 4
1080, extreme_hills, wythers:crimson_tundra, MONSTER, minecraft:witch, 5, 1, 1
1081, extreme_hills, wythers:crimson_tundra, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1082, extreme_hills, wythers:crimson_tundra, CREATURE, minecraft:sheep, 12, 4, 4
1083, extreme_hills, wythers:crimson_tundra, CREATURE, minecraft:pig, 10, 4, 4
1084, extreme_hills, wythers:crimson_tundra, CREATURE, minecraft:chicken, 10, 4, 4
1085, extreme_hills, wythers:crimson_tundra, CREATURE, minecraft:cow, 10, 4, 4
1086, extreme_hills, wythers:crimson_tundra, CREATURE, minecraft:horse, 10, 2, 6
1087, extreme_hills, wythers:crimson_tundra, CREATURE, minecraft:donkey, 10, 1, 3
1088, extreme_hills, wythers:crimson_tundra, AMBIENT, minecraft:bat, 10, 8, 8
1089, extreme_hills, wythers:crimson_tundra, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1090, badlands, wythers:badlands_canyon, MONSTER, minecraft:spider, 80, 4, 4
1091, badlands, wythers:badlands_canyon, MONSTER, minecraft:zombie, 80, 4, 4
1092, badlands, wythers:badlands_canyon, MONSTER, minecraft:zombie_villager, 10, 1, 1
1093, badlands, wythers:badlands_canyon, MONSTER, minecraft:skeleton, 80, 4, 4
1094, badlands, wythers:badlands_canyon, MONSTER, minecraft:creeper, 80, 4, 4
1095, badlands, wythers:badlands_canyon, MONSTER, minecraft:slime, 80, 4, 4
1096, badlands, wythers:badlands_canyon, MONSTER, minecraft:enderman, 5, 1, 4
1097, badlands, wythers:badlands_canyon, MONSTER, minecraft:witch, 5, 1, 1
1098, badlands, wythers:badlands_canyon, AMBIENT, minecraft:bat, 10, 8, 8
1099, badlands, wythers:badlands_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1100, beach, wythers:black_beach, MONSTER, minecraft:spider, 80, 4, 4
1101, beach, wythers:black_beach, MONSTER, minecraft:zombie, 80, 4, 4
1102, beach, wythers:black_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1103, beach, wythers:black_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1104, beach, wythers:black_beach, MONSTER, minecraft:creeper, 80, 4, 4
1105, beach, wythers:black_beach, MONSTER, minecraft:slime, 80, 4, 4
1106, beach, wythers:black_beach, MONSTER, minecraft:enderman, 5, 1, 4
1107, beach, wythers:black_beach, MONSTER, minecraft:witch, 5, 1, 1
1108, beach, wythers:black_beach, MONSTER, minecraft:slime, 10, 1, 1
1109, beach, wythers:black_beach, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1110, beach, wythers:black_beach, AMBIENT, minecraft:bat, 10, 8, 8
1111, beach, wythers:black_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1112, savanna, wythers:savanna_badlands, MONSTER, minecraft:spider, 80, 4, 4
1113, savanna, wythers:savanna_badlands, MONSTER, minecraft:zombie, 80, 4, 4
1114, savanna, wythers:savanna_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
1115, savanna, wythers:savanna_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
1116, savanna, wythers:savanna_badlands, MONSTER, minecraft:creeper, 80, 4, 4
1117, savanna, wythers:savanna_badlands, MONSTER, minecraft:slime, 80, 4, 4
1118, savanna, wythers:savanna_badlands, MONSTER, minecraft:enderman, 5, 1, 4
1119, savanna, wythers:savanna_badlands, MONSTER, minecraft:witch, 5, 1, 1
1120, savanna, wythers:savanna_badlands, CREATURE, minecraft:pig, 10, 4, 4
1121, savanna, wythers:savanna_badlands, CREATURE, minecraft:chicken, 10, 4, 4
1122, savanna, wythers:savanna_badlands, CREATURE, minecraft:cow, 10, 4, 4
1123, savanna, wythers:savanna_badlands, CREATURE, minecraft:horse, 10, 2, 6
1124, savanna, wythers:savanna_badlands, CREATURE, minecraft:donkey, 10, 1, 1
1125, savanna, wythers:savanna_badlands, AMBIENT, minecraft:bat, 10, 8, 8
1126, savanna, wythers:savanna_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1127, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:spider, 80, 4, 4
1128, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:zombie, 80, 4, 4
1129, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:zombie_villager, 25, 1, 1
1130, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1131, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:creeper, 80, 4, 4
1132, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:slime, 80, 4, 4
1133, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:enderman, 5, 1, 4
1134, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:witch, 5, 1, 1
1135, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:sheep, 12, 4, 4
1136, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:pig, 10, 4, 4
1137, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:chicken, 10, 4, 4
1138, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:cow, 10, 4, 4
1139, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:wolf, 10, 4, 4
1140, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:rabbit, 10, 2, 3
1141, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:fox, 10, 2, 4
1142, savanna, wythers:giant_sequoia_forest, AMBIENT, minecraft:bat, 10, 8, 8
1143, savanna, wythers:giant_sequoia_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1144, swamp, wythers:marsh, MONSTER, minecraft:spider, 80, 4, 4
1145, swamp, wythers:marsh, MONSTER, minecraft:zombie, 80, 4, 4
1146, swamp, wythers:marsh, MONSTER, minecraft:zombie_villager, 10, 1, 1
1147, swamp, wythers:marsh, MONSTER, minecraft:skeleton, 80, 4, 4
1148, swamp, wythers:marsh, MONSTER, minecraft:creeper, 80, 4, 4
1149, swamp, wythers:marsh, MONSTER, minecraft:slime, 80, 4, 4
1150, swamp, wythers:marsh, MONSTER, minecraft:enderman, 5, 1, 4
1151, swamp, wythers:marsh, MONSTER, minecraft:witch, 5, 1, 1
1152, swamp, wythers:marsh, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1153, swamp, wythers:marsh, CREATURE, minecraft:chicken, 10, 4, 4
1154, swamp, wythers:marsh, CREATURE, whisperwoods:wisp, 13, 1, 3
1155, swamp, wythers:marsh, AMBIENT, minecraft:bat, 10, 8, 8
1156, swamp, wythers:marsh, AMBIENT, whisperwoods:moth, 10, 1, 3
1157, swamp, wythers:marsh, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1158, forest, wythers:deep_dark_forest, MONSTER, whisperwoods:hidebehind, 10, 1, 1
1159, forest, wythers:deep_dark_forest, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1160, forest, wythers:deep_dark_forest, CREATURE, whisperwoods:wisp, 13, 1, 3
1161, forest, wythers:deep_dark_forest, CREATURE, whisperwoods:hirschgeist, 10, 1, 1
1162, forest, wythers:deep_dark_forest, CREATURE, hexerei:crow, 20, 2, 5
1163, forest, wythers:deep_dark_forest, AMBIENT, whisperwoods:moth, 10, 1, 3
1164, jungle, wythers:flooded_jungle, MONSTER, minecraft:spider, 80, 4, 4
1165, jungle, wythers:flooded_jungle, MONSTER, minecraft:zombie, 80, 4, 4
1166, jungle, wythers:flooded_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
1167, jungle, wythers:flooded_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
1168, jungle, wythers:flooded_jungle, MONSTER, minecraft:creeper, 80, 4, 4
1169, jungle, wythers:flooded_jungle, MONSTER, minecraft:slime, 80, 4, 4
1170, jungle, wythers:flooded_jungle, MONSTER, minecraft:enderman, 5, 1, 4
1171, jungle, wythers:flooded_jungle, MONSTER, minecraft:witch, 5, 1, 1
1172, jungle, wythers:flooded_jungle, MONSTER, minecraft:ocelot, 10, 1, 3
1173, jungle, wythers:flooded_jungle, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1174, jungle, wythers:flooded_jungle, CREATURE, minecraft:frog, 10, 2, 5
1175, jungle, wythers:flooded_jungle, CREATURE, minecraft:pig, 10, 4, 4
1176, jungle, wythers:flooded_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1177, jungle, wythers:flooded_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1178, jungle, wythers:flooded_jungle, CREATURE, minecraft:parrot, 40, 1, 2
1179, jungle, wythers:flooded_jungle, CREATURE, minecraft:panda, 10, 1, 2
1180, jungle, wythers:flooded_jungle, CREATURE, whisperwoods:wisp, 13, 1, 3
1181, jungle, wythers:flooded_jungle, AMBIENT, minecraft:bat, 10, 8, 8
1182, jungle, wythers:flooded_jungle, AMBIENT, whisperwoods:moth, 10, 1, 3
1183, jungle, wythers:flooded_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1184, jungle, wythers:flooded_jungle, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1185, jungle, wythers:flooded_jungle, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1186, jungle, wythers:flooded_jungle, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1187, none, wythers:ice_cap, MONSTER, minecraft:spider, 80, 4, 4
1188, none, wythers:ice_cap, MONSTER, minecraft:zombie, 80, 4, 4
1189, none, wythers:ice_cap, MONSTER, minecraft:zombie_villager, 10, 1, 1
1190, none, wythers:ice_cap, MONSTER, minecraft:skeleton, 20, 4, 4
1191, none, wythers:ice_cap, MONSTER, minecraft:creeper, 80, 4, 4
1192, none, wythers:ice_cap, MONSTER, minecraft:slime, 80, 4, 4
1193, none, wythers:ice_cap, MONSTER, minecraft:enderman, 5, 1, 4
1194, none, wythers:ice_cap, MONSTER, minecraft:witch, 5, 1, 1
1195, none, wythers:ice_cap, MONSTER, minecraft:stray, 80, 4, 4
1196, none, wythers:ice_cap, CREATURE, minecraft:rabbit, 10, 2, 3
1197, none, wythers:ice_cap, CREATURE, minecraft:polar_bear, 10, 1, 2
1198, none, wythers:ice_cap, AMBIENT, minecraft:bat, 10, 8, 8
1199, none, wythers:ice_cap, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1200, none, wythers:calcite_coast, MONSTER, minecraft:spider, 80, 4, 4
1201, none, wythers:calcite_coast, MONSTER, minecraft:zombie, 80, 4, 4
1202, none, wythers:calcite_coast, MONSTER, minecraft:zombie_villager, 10, 1, 1
1203, none, wythers:calcite_coast, MONSTER, minecraft:skeleton, 80, 4, 4
1204, none, wythers:calcite_coast, MONSTER, minecraft:creeper, 80, 4, 4
1205, none, wythers:calcite_coast, MONSTER, minecraft:slime, 80, 4, 4
1206, none, wythers:calcite_coast, MONSTER, minecraft:enderman, 5, 1, 4
1207, none, wythers:calcite_coast, MONSTER, minecraft:witch, 5, 1, 1
1208, none, wythers:calcite_coast, AMBIENT, minecraft:bat, 10, 8, 8
1209, none, wythers:calcite_coast, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1210, none, wythers:volcanic_chamber, MONSTER, minecraft:spider, 80, 4, 4
1211, none, wythers:volcanic_chamber, MONSTER, minecraft:zombie, 80, 4, 4
1212, none, wythers:volcanic_chamber, MONSTER, minecraft:zombie_villager, 10, 1, 1
1213, none, wythers:volcanic_chamber, MONSTER, minecraft:skeleton, 80, 4, 4
1214, none, wythers:volcanic_chamber, MONSTER, minecraft:creeper, 80, 4, 4
1215, none, wythers:volcanic_chamber, MONSTER, minecraft:slime, 80, 4, 4
1216, none, wythers:volcanic_chamber, MONSTER, minecraft:enderman, 5, 1, 4
1217, none, wythers:volcanic_chamber, MONSTER, minecraft:witch, 5, 1, 1
1218, none, wythers:volcanic_chamber, AMBIENT, minecraft:bat, 10, 8, 8
1219, none, wythers:volcanic_chamber, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1220, plains, wythers:highland_plains, MONSTER, minecraft:spider, 80, 4, 4
1221, plains, wythers:highland_plains, MONSTER, minecraft:zombie, 80, 4, 4
1222, plains, wythers:highland_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1223, plains, wythers:highland_plains, MONSTER, minecraft:skeleton, 80, 4, 4
1224, plains, wythers:highland_plains, MONSTER, minecraft:creeper, 80, 4, 4
1225, plains, wythers:highland_plains, MONSTER, minecraft:slime, 80, 4, 4
1226, plains, wythers:highland_plains, MONSTER, minecraft:enderman, 5, 1, 4
1227, plains, wythers:highland_plains, MONSTER, minecraft:witch, 5, 1, 1
1228, plains, wythers:highland_plains, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1229, plains, wythers:highland_plains, CREATURE, minecraft:sheep, 12, 4, 4
1230, plains, wythers:highland_plains, CREATURE, minecraft:pig, 10, 4, 4
1231, plains, wythers:highland_plains, CREATURE, minecraft:chicken, 10, 4, 4
1232, plains, wythers:highland_plains, CREATURE, minecraft:cow, 10, 4, 4
1233, plains, wythers:highland_plains, CREATURE, minecraft:horse, 10, 2, 6
1234, plains, wythers:highland_plains, CREATURE, minecraft:donkey, 10, 1, 3
1235, plains, wythers:highland_plains, AMBIENT, minecraft:bat, 10, 8, 8
1236, plains, wythers:highland_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1237, none, wythers:frigid_island, MONSTER, minecraft:spider, 80, 4, 4
1238, none, wythers:frigid_island, MONSTER, minecraft:zombie, 80, 4, 4
